Data Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scores reflect all ILEARN Spring 2024 testers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*** - Indicates less than 10 students in group.  Results have been supressed to protect student privacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Grade 3,,,,,,,Grade 4,,,,,,,Grade 5,,,,,,,Grade 6,,,,,,,Grade 7,,,,,,,Grade 8,,,,,,,Corporation Total,,,,,,,
5900,Monroe-Gregg School District,53,27,30,11,41,121,33.9%,46,36,24,12,36,118,30.5%,45,29,35,3,38,112,33.9%,52,23,23,7,30,105,28.6%,48,37,23,10,33,118,28.0%,34,28,33,14,47,109,43.1%,278,180,168,57,225,683,32.9%,
5910,Eminence Community School Corp,8,5,2,0,2,15,13.3%,9,4,7,3,10,23,43.5%,6,5,5,0,5,16,31.3%,8,8,2,3,5,21,23.8%,11,4,3,0,3,18,16.7%,13,5,6,0,6,24,25.0%,55,31,25,6,31,117,26.5%,
5925,MSD Martinsville Schools,113,79,70,34,104,296,35.1%,92,69,76,49,125,286,43.7%,135,62,35,15,50,247,20.2%,115,56,58,36,94,265,35.5%,105,75,63,42,105,285,36.8%,98,78,73,46,119,295,40.3%,658,419,375,222,597,1674,35.7%,
5930,Mooresville Con School Corp,92,91,72,46,118,301,39.2%,77,99,86,54,140,316,44.3%,102,71,85,39,124,297,41.8%,89,78,78,69,147,314,46.8%,104,95,87,51,138,337,40.9%,81,84,80,69,149,314,47.5%,545,518,488,328,816,1879,43.4%,
5945,North Newton School Corp,26,23,17,13,30,79,38.0%,23,17,15,8,23,63,36.5%,30,27,17,8,25,82,30.5%,24,18,24,11,35,77,45.5%,30,20,14,11,25,75,33.3%,24,19,24,23,47,90,52.2%,157,124,111,74,185,466,39.7%,
5995,South Newton School Corp,28,28,13,7,20,76,26.3%,24,18,7,11,18,60,30.0%,19,18,18,10,28,65,43.1%,14,18,15,4,19,51,37.3%,18,31,15,8,23,72,31.9%,20,14,15,6,21,55,38.2%,123,127,83,46,129,379,34.0%,
6055,Central Noble Com School Corp,45,18,19,2,21,84,25.0%,35,24,11,11,22,81,27.2%,29,25,13,10,23,77,29.9%,30,21,14,8,22,73,30.1%,24,25,19,13,32,81,39.5%,30,22,24,6,30,82,36.6%,193,135,100,50,150,478,31.4%,
6060,East Noble School Corporation,103,73,63,29,92,268,34.3%,92,51,47,36,83,226,36.7%,85,61,69,20,89,235,37.9%,100,60,64,24,88,248,35.5%,120,75,41,18,59,254,23.2%,138,59,39,13,52,249,20.9%,638,379,323,140,463,1480,31.3%,
6065,West Noble School Corporation,98,40,21,8,29,167,17.4%,75,45,29,15,44,164,26.8%,73,30,33,10,43,146,29.5%,77,43,31,12,43,163,26.4%,79,39,26,9,35,153,22.9%,70,48,41,23,64,182,35.2%,472,245,181,77,258,975,26.5%,
6080,Rising Sun-Ohio Co Com,29,8,13,3,16,53,30.2%,30,13,13,10,23,66,34.8%,19,10,24,8,32,61,52.5%,22,15,15,3,18,55,32.7%,23,26,17,4,21,70,30.0%,22,18,14,10,24,64,37.5%,145,90,96,38,134,369,36.3%,
6145,Orleans Community Schools,28,22,12,4,16,66,24.2%,29,10,19,4,23,62,37.1%,22,15,11,6,17,54,31.5%,27,21,10,10,20,68,29.4%,31,27,16,7,23,81,28.4%,15,18,18,3,21,54,38.9%,152,113,86,34,120,385,31.2%,
6155,Paoli Community School Corp,41,27,27,10,37,105,35.2%,24,17,23,14,37,78,47.4%,32,18,25,9,34,84,40.5%,22,22,28,8,36,80,45.0%,31,23,24,10,34,88,38.6%,16,28,18,13,31,75,41.3%,166,135,145,64,209,510,41.0%,
6160,Springs Valley Com School Corp,12,19,11,7,18,49,36.7%,21,17,17,7,24,62,38.7%,20,16,27,10,37,73,50.7%,23,18,13,2,15,56,26.8%,17,19,13,5,18,54,33.3%,26,19,17,7,24,69,34.8%,119,108,98,38,136,363,37.5%,
6195,Spencer-Owen Community Schools,60,41,48,14,62,163,38.0%,51,42,33,24,57,150,38.0%,66,37,39,15,54,157,34.4%,65,39,41,13,54,158,34.2%,45,59,42,20,62,166,37.3%,38,45,46,27,73,156,46.8%,325,263,249,113,362,950,38.1%,
6260,Southwest Parke Com Sch Corp,17,20,24,7,31,68,45.6%,29,20,10,7,17,66,25.8%,28,19,12,6,18,65,27.7%,26,21,22,7,29,76,38.2%,21,18,16,12,28,67,41.8%,29,26,20,14,34,89,38.2%,150,124,104,53,157,431,36.4%,
6325,Perry Central Com Schools Corp,30,20,22,23,45,95,47.4%,17,17,26,24,50,84,59.5%,27,15,19,13,32,74,43.2%,20,16,24,25,49,85,57.6%,27,20,28,15,43,90,47.8%,20,19,25,13,38,77,49.4%,141,107,144,113,257,505,50.9%,
6340,Cannelton City Schools,6,4,0,1,1,11,9.1%,9,3,0,0,0,12,0.0%,12,1,3,0,3,16,18.8%,***,***,***,***,***,9,***,5,5,1,1,2,12,16.7%,6,6,4,0,4,16,25.0%,43,20,10,3,13,76,17.1%,
6350,Tell City-Troy Twp School Corp,34,16,20,25,45,95,47.4%,31,23,26,18,44,98,44.9%,31,30,27,12,39,100,39.0%,21,24,29,19,48,93,51.6%,27,25,34,17,51,103,49.5%,11,33,33,24,57,101,56.4%,155,151,169,115,284,590,48.1%,
6375,North Central Parke Comm Schl Corp,40,17,27,9,36,93,38.7%,33,22,24,10,34,89,38.2%,33,30,21,9,30,93,32.3%,28,12,23,14,37,77,48.1%,17,26,23,10,33,76,43.4%,31,26,22,9,31,88,35.2%,182,133,140,61,201,516,39.0%,
6445,Pike County School Corp,40,35,21,5,26,101,25.7%,36,38,28,7,35,109,32.1%,67,32,23,7,30,129,23.3%,49,28,29,10,39,116,33.6%,39,39,29,9,38,116,32.8%,47,39,30,9,39,125,31.2%,278,211,160,47,207,696,29.7%,
6455,Porter County Education Services,***,***,***,***,***,1,***,***,***,***,***,***,4,***,***,***,***,***,***,4,***,***,***,***,***,***,5,***,***,***,***,***,***,3,***,***,***,***,***,***,3,***,16,1,2,1,3,20,15.0%,
6460,MSD Boone Township,14,16,26,10,36,66,54.5%,21,18,20,16,36,75,48.0%,19,21,25,8,33,73,45.2%,9,24,18,19,37,70,52.9%,13,24,18,10,28,65,43.1%,12,20,19,18,37,69,53.6%,88,123,126,81,207,418,49.5%,
6470,Duneland School Corporation,90,80,119,113,232,402,57.7%,80,63,130,153,283,426,66.4%,79,74,160,99,259,412,62.9%,63,82,153,126,279,424,65.8%,55,97,143,132,275,427,64.4%,68,88,126,154,280,436,64.2%,435,484,831,777,1608,2527,63.6%,
6510,East Porter County School Corp,59,43,50,43,93,195,47.7%,48,48,51,43,94,190,49.5%,54,44,46,31,77,175,44.0%,38,26,57,72,129,193,66.8%,17,36,70,56,126,179,70.4%,33,54,64,46,110,197,55.8%,249,251,338,291,629,1129,55.7%,
6520,Porter Township School Corp,21,25,29,14,43,89,48.3%,17,30,32,17,49,96,51.0%,24,24,29,17,46,94,48.9%,24,29,24,12,36,89,40.4%,9,33,35,15,50,92,54.3%,25,33,29,22,51,109,46.8%,120,174,178,97,275,569,48.3%,
6530,Union Township School Corp,20,19,33,36,69,108,63.9%,15,21,41,35,76,112,67.9%,13,29,53,23,76,118,64.4%,12,27,43,28,71,110,64.5%,7,21,40,34,74,102,72.5%,7,20,32,42,74,101,73.3%,74,137,242,198,440,651,67.6%,
6550,Portage Township Schools,216,125,99,54,153,494,31.0%,207,110,88,57,145,462,31.4%,206,126,108,43,151,483,31.3%,233,116,89,54,143,492,29.1%,190,143,106,41,147,480,30.6%,184,152,118,61,179,515,34.8%,1236,772,608,310,918,2926,31.4%,
6560,Valparaiso Community Schools,80,84,141,166,307,471,65.2%,59,81,107,231,338,478,70.7%,89,93,150,140,290,472,61.4%,88,116,118,136,254,458,55.5%,75,126,146,151,297,498,59.6%,87,123,145,119,264,474,55.7%,478,623,807,943,1750,2851,61.4%,
6590,MSD Mount Vernon,38,40,40,34,74,152,48.7%,30,20,44,39,83,133,62.4%,28,34,57,44,101,163,62.0%,48,40,44,24,68,156,43.6%,69,42,22,29,51,162,31.5%,58,29,45,40,85,172,49.4%,271,205,252,210,462,938,49.3%,
6600,MSD North Posey Co Schools,17,28,37,17,54,99,54.5%,20,21,39,32,71,112,63.4%,17,24,44,24,68,109,62.4%,36,30,40,31,71,137,51.8%,8,19,34,37,71,98,72.4%,23,27,48,23,71,121,58.7%,121,149,242,164,406,676,60.1%,
6620,Eastern Pulaski Community Sch Corp,23,16,15,13,28,67,41.8%,28,22,23,12,35,85,41.2%,27,18,29,8,37,82,45.1%,20,22,37,9,46,88,52.3%,23,13,23,12,35,71,49.3%,26,22,28,12,40,88,45.5%,147,113,155,66,221,481,45.9%,
6630,West Central School Corp,30,12,8,3,11,53,20.8%,28,9,6,10,16,53,30.2%,28,19,13,1,14,61,23.0%,17,10,5,0,5,32,15.6%,20,15,11,4,15,50,30.0%,8,10,15,11,26,44,59.1%,131,75,58,29,87,293,29.7%,
6705,South Putnam Community Schools,18,22,16,11,27,67,40.3%,19,24,23,12,35,78,44.9%,23,24,33,7,40,87,46.0%,20,22,35,14,49,91,53.8%,28,31,28,9,37,96,38.5%,10,23,22,27,49,82,59.8%,118,146,157,80,237,501,47.3%,
6715,North Putnam Community Schools,23,23,27,14,41,87,47.1%,27,37,24,19,43,107,40.2%,39,16,33,12,45,100,45.0%,25,22,34,8,42,89,47.2%,23,33,28,15,43,99,43.4%,26,23,27,22,49,98,50.0%,163,154,173,90,263,580,45.3%,
6750,Cloverdale Community Schools,99,60,68,31,99,258,38.4%,87,73,67,35,102,262,38.9%,88,58,56,21,77,223,34.5%,69,47,58,22,80,196,40.8%,52,56,54,21,75,183,41.0%,48,27,39,21,60,135,44.4%,443,321,342,151,493,1257,39.2%,
6755,Greencastle Community School Corp,74,31,30,8,38,143,26.6%,58,27,19,24,43,128,33.6%,43,42,27,10,37,122,30.3%,47,30,30,29,59,136,43.4%,47,31,25,19,44,122,36.1%,50,34,21,24,45,129,34.9%,319,195,152,114,266,780,34.1%,
6795,Union School Corporation,231,38,24,9,33,302,10.9%,253,59,36,13,49,361,13.6%,331,56,45,7,52,439,11.8%,348,92,57,11,68,508,13.4%,403,213,85,20,105,721,14.6%,539,262,145,44,189,990,19.1%,2105,720,392,104,496,3321,14.9%,
6805,Randolph Southern School Corp,18,11,10,3,13,42,31.0%,12,9,4,6,10,31,32.3%,9,2,9,7,16,27,59.3%,10,11,9,7,16,37,43.2%,12,8,6,5,11,31,35.5%,14,9,8,3,11,34,32.4%,75,50,46,31,77,202,38.1%,
6820,Monroe Central School Corp,39,25,27,8,35,99,35.4%,33,22,19,6,25,80,31.3%,26,24,19,11,30,80,37.5%,26,19,16,21,37,82,45.1%,27,25,20,13,33,85,38.8%,23,25,13,15,28,76,36.8%,174,140,114,74,188,502,37.5%,
6825,Randolph Central School Corp,53,23,31,11,42,118,35.6%,36,15,20,12,32,83,38.6%,41,26,29,14,43,110,39.1%,47,31,23,6,29,107,27.1%,41,31,17,7,24,96,25.0%,44,21,16,5,21,86,24.4%,262,147,136,55,191,600,31.8%,
6835,Randolph Eastern School Corp,44,7,7,2,9,60,15.0%,47,17,6,1,7,71,9.9%,37,13,13,0,13,63,20.6%,41,22,14,6,20,83,24.1%,37,20,9,4,13,70,18.6%,30,17,2,4,6,53,11.3%,236,96,51,17,68,400,17.0%,
6865,South Ripley Com Sch Corp,13,19,22,8,30,62,48.4%,22,20,25,15,40,82,48.8%,17,20,24,10,34,71,47.9%,15,17,18,23,41,73,56.2%,11,20,26,21,47,78,60.3%,13,18,24,28,52,83,62.7%,91,114,139,105,244,449,54.3%,
6895,Batesville Community School Corp,47,37,49,25,74,158,46.8%,44,31,38,35,73,148,49.3%,62,35,52,23,75,172,43.6%,41,48,43,37,80,169,47.3%,36,41,36,46,82,159,51.6%,54,33,39,40,79,166,47.6%,284,225,257,206,463,972,47.6%,
6900,Jac-Cen-Del Community Sch Corp,14,10,19,9,28,52,53.8%,26,19,8,5,13,58,22.4%,23,11,11,5,16,50,32.0%,18,12,12,5,17,47,36.2%,19,15,9,8,17,51,33.3%,25,15,13,6,19,59,32.2%,125,82,72,38,110,317,34.7%,
6910,Milan Community Schools,45,19,9,3,12,76,15.8%,31,26,14,2,16,73,21.9%,40,23,20,6,26,89,29.2%,31,17,14,5,19,67,28.4%,30,22,23,12,35,87,40.2%,16,25,24,17,41,82,50.0%,193,132,104,45,149,474,31.4%,
6995,Rush County Schools,68,30,28,7,35,133,26.3%,50,30,24,11,35,115,30.4%,53,30,32,19,51,134,38.1%,58,27,37,18,55,140,39.3%,52,40,32,16,48,140,34.3%,48,37,31,15,46,131,35.1%,329,194,184,86,270,793,34.0%,
7150,John Glenn School Corporation,46,44,53,15,68,158,43.0%,22,50,33,36,69,141,48.9%,32,37,44,24,68,137,49.6%,39,42,34,25,59,140,42.1%,27,44,49,31,80,151,53.0%,33,35,53,24,77,145,53.1%,199,252,266,155,421,872,48.3%,
7175,Penn-Harris-Madison School Corp,224,132,228,240,468,824,56.8%,149,129,203,325,528,806,65.5%,178,125,281,279,560,863,64.9%,164,176,241,279,520,860,60.5%,156,160,280,269,549,865,63.5%,132,161,183,295,478,771,62.0%,1003,883,1416,1687,3103,4989,62.2%,
7200,School City of Mishawaka,199,91,73,30,103,393,26.2%,182,89,62,36,98,369,26.6%,194,79,86,37,123,396,31.1%,172,106,53,42,95,373,25.5%,140,87,87,33,120,347,34.6%,134,91,66,56,122,347,35.2%,1021,543,427,234,661,2225,29.7%,
7205,South Bend Community School Corp,626,153,131,56,187,966,19.4%,603,181,113,70,183,967,18.9%,598,174,161,52,213,985,21.6%,551,162,121,81,202,915,22.1%,514,197,123,86,209,920,22.7%,511,205,149,110,259,975,26.6%,3403,1072,798,455,1253,5728,21.9%,
7215,Union-North United School Corp,40,33,17,7,24,97,24.7%,49,14,17,17,34,97,35.1%,49,7,20,2,22,78,28.2%,31,20,19,8,27,78,34.6%,35,37,23,5,28,100,28.0%,35,25,16,3,19,79,24.1%,239,136,112,42,154,529,29.1%,
7230,Scott County School District 1,45,19,24,4,28,92,30.4%,37,18,21,9,30,85,35.3%,38,20,10,8,18,76,23.7%,47,18,14,4,18,83,21.7%,41,18,15,4,19,78,24.4%,38,25,18,7,25,88,28.4%,246,118,102,36,138,502,27.5%,
7255,Scott County School District 2,67,64,61,28,89,220,40.5%,53,59,63,35,98,210,46.7%,61,32,60,22,82,175,46.9%,64,57,45,23,68,189,36.0%,62,42,57,27,84,188,44.7%,39,42,51,30,81,162,50.0%,346,296,337,165,502,1144,43.9%,
7285,Shelby Eastern Schools,50,20,15,10,25,95,26.3%,27,33,17,16,33,93,35.5%,36,24,32,15,47,107,43.9%,24,22,26,24,50,96,52.1%,24,32,28,6,34,90,37.8%,20,37,23,11,34,91,37.4%,181,168,141,82,223,572,39.0%,
7350,Northwestern Con School Corp,36,20,25,14,39,95,41.1%,19,27,22,17,39,85,45.9%,32,23,29,11,40,95,42.1%,25,36,34,13,47,108,43.5%,21,30,36,24,60,111,54.1%,29,29,33,19,52,110,47.3%,162,165,179,98,277,604,45.9%,
7360,Southwestern Con Sch Shelby Co,15,12,12,4,16,43,37.2%,17,9,11,4,15,41,36.6%,23,5,12,5,17,45,37.8%,10,6,11,16,27,43,62.8%,14,13,13,0,13,40,32.5%,17,13,13,13,26,56,46.4%,96,58,72,42,114,268,42.5%,
7365,Shelbyville Central Schools,109,60,75,21,96,265,36.2%,107,69,49,34,83,259,32.0%,118,57,69,29,98,273,35.9%,135,73,64,22,86,294,29.3%,105,70,75,34,109,284,38.4%,112,61,47,47,94,267,35.2%,686,390,379,187,566,1642,34.5%,
7385,North Spencer County Sch Corp,40,37,41,40,81,158,51.3%,27,27,41,49,90,144,62.5%,31,27,47,31,78,136,57.4%,30,27,50,56,106,163,65.0%,25,32,53,61,114,171,66.7%,19,38,40,39,79,136,58.1%,172,188,272,276,548,908,60.4%,
7445,South Spencer County Sch Corp,26,20,25,14,39,85,45.9%,16,20,21,16,37,73,50.7%,31,12,26,11,37,80,46.3%,9,15,24,14,38,62,61.3%,15,9,27,18,45,69,65.2%,8,25,26,15,41,74,55.4%,105,101,149,88,237,443,53.5%,
7495,Oregon-Davis School Corp,14,7,6,2,8,29,27.6%,11,12,12,4,16,39,41.0%,17,13,5,1,6,36,16.7%,9,14,12,2,14,37,37.8%,16,8,12,2,14,38,36.8%,15,16,7,6,13,44,29.5%,82,70,54,17,71,223,31.8%,
7515,North Judson-San Pierre Sch Corp,20,15,15,8,23,58,39.7%,17,10,18,6,24,51,47.1%,36,17,20,4,24,77,31.2%,37,15,16,3,19,71,26.8%,20,15,20,14,34,69,49.3%,26,22,14,6,20,68,29.4%,156,94,103,41,144,394,36.5%,
7525,Knox Community School Corp,62,30,27,11,38,130,29.2%,33,40,36,13,49,122,40.2%,71,24,22,6,28,123,22.8%,51,31,24,10,34,116,29.3%,46,24,18,11,29,99,29.3%,68,31,11,8,19,118,16.1%,331,180,138,59,197,708,27.8%,
7605,Fremont Community Schools,29,16,18,11,29,74,39.2%,27,21,11,17,28,76,36.8%,22,15,21,5,26,63,41.3%,26,21,24,5,29,76,38.2%,13,24,18,16,34,71,47.9%,17,32,24,12,36,85,42.4%,134,129,116,66,182,445,40.9%,
7610,Hamilton Community Schools,9,6,8,5,13,28,46.4%,14,6,3,3,6,26,23.1%,10,7,11,3,14,31,45.2%,7,3,6,3,9,19,47.4%,2,8,8,3,11,21,52.4%,6,4,7,3,10,20,50.0%,48,34,43,20,63,145,43.4%,
7615,MSD Steuben County,96,45,29,14,43,184,23.4%,76,39,52,20,72,187,38.5%,74,35,50,19,69,178,38.8%,50,46,49,25,74,170,43.5%,62,53,42,29,71,186,38.2%,43,37,36,44,80,160,50.0%,401,255,258,151,409,1065,38.4%,
7645,Northeast School Corp,17,13,15,4,19,49,38.8%,22,14,10,3,13,49,26.5%,36,9,18,1,19,64,29.7%,18,18,17,3,20,56,35.7%,26,17,17,3,20,63,31.7%,39,16,4,0,4,59,6.8%,158,87,81,14,95,340,27.9%,
7715,Southwest School Corporation,63,38,24,10,34,135,25.2%,47,41,33,17,50,138,36.2%,62,35,36,13,49,146,33.6%,54,39,41,23,64,157,40.8%,31,40,40,17,57,128,44.5%,37,46,35,32,67,150,44.7%,294,239,209,112,321,854,37.6%,
7775,Switzerland County School Corp,50,31,24,10,34,115,29.6%,49,24,16,18,34,107,31.8%,36,31,32,11,43,110,39.1%,38,42,24,6,30,110,27.3%,21,33,28,19,47,101,46.5%,34,29,24,17,41,104,39.4%,228,190,148,81,229,647,35.4%,
7855,Lafayette School Corporation,243,137,130,63,193,573,33.7%,247,139,116,82,198,584,33.9%,240,117,97,47,144,501,28.7%,239,116,104,33,137,492,27.8%,225,120,89,53,142,487,29.2%,234,133,72,55,127,494,25.7%,1428,762,608,333,941,3131,30.1%,
7865,Tippecanoe School Corp,369,238,280,173,453,1060,42.7%,254,214,271,279,550,1018,54.0%,316,232,299,190,489,1037,47.2%,374,270,264,178,442,1086,40.7%,274,258,272,200,472,1004,47.0%,280,257,270,245,515,1052,49.0%,1867,1469,1656,1265,2921,6257,46.7%,
7875,West Lafayette Com School Corp,24,23,52,76,128,175,73.1%,28,36,51,46,97,161,60.2%,33,32,75,53,128,193,66.3%,22,45,51,67,118,185,63.8%,28,37,60,44,104,169,61.5%,28,43,58,57,115,186,61.8%,163,216,347,343,690,1069,64.5%,
7935,Tri-Central Community Schools,27,17,14,4,18,62,29.0%,19,14,13,9,22,55,40.0%,18,10,17,19,36,64,56.3%,32,16,8,1,9,57,15.8%,23,17,8,5,13,53,24.5%,23,11,12,8,20,54,37.0%,142,85,72,46,118,345,34.2%,
7945,Tipton Community School Corp,37,12,20,22,42,91,46.2%,39,28,25,19,44,111,39.6%,44,25,18,14,32,101,31.7%,43,27,24,18,42,112,37.5%,32,27,18,13,31,90,34.4%,32,25,26,19,45,102,44.1%,227,144,131,105,236,607,38.9%,
7950,Union Co/Clg Corner Joint Sch Dist,34,20,37,19,56,110,50.9%,28,24,28,27,55,107,51.4%,27,21,32,18,50,98,51.0%,38,23,13,13,26,87,29.9%,28,31,24,16,40,99,40.4%,29,24,10,15,25,78,32.1%,184,143,144,108,252,579,43.5%,
7995,Evansville Vanderburgh School Corp,804,313,295,159,454,1571,28.9%,699,317,303,248,551,1567,35.2%,683,343,348,179,527,1553,33.9%,673,333,375,279,654,1660,39.4%,560,347,363,288,651,1558,41.8%,550,364,366,350,716,1630,43.9%,3969,2017,2050,1503,3553,9539,37.2%,
8010,North Vermillion Com Sch Corp,14,9,10,7,17,40,42.5%,23,12,9,3,12,47,25.5%,31,12,13,3,16,59,27.1%,21,14,14,8,22,57,38.6%,28,16,18,5,23,67,34.3%,17,26,9,10,19,62,30.6%,134,89,73,36,109,332,32.8%,
8020,South Vermillion Com Sch Corp,48,37,29,6,35,120,29.2%,46,39,31,11,42,127,33.1%,65,29,30,10,40,134,29.9%,52,40,18,8,26,118,22.0%,47,33,27,7,34,114,29.8%,51,26,19,12,31,108,28.7%,309,204,154,54,208,721,28.8%,
8030,Vigo County School Corp,442,212,225,92,317,971,32.6%,391,277,213,133,346,1014,34.1%,467,216,227,71,298,981,30.4%,440,242,199,75,274,956,28.7%,356,246,196,102,298,900,33.1%,390,243,170,118,288,921,31.3%,2486,1436,1230,591,1821,5743,31.7%,
8045,Manchester Community Schools,26,12,27,16,43,81,53.1%,29,15,26,30,56,100,56.0%,32,24,33,12,45,101,44.6%,27,26,30,14,44,97,45.4%,32,34,23,15,38,104,36.5%,28,27,15,9,24,79,30.4%,174,138,154,96,250,562,44.5%,
8050,MSD Wabash County Schools,54,31,25,13,38,123,30.9%,51,37,39,16,55,143,38.5%,31,35,39,8,47,113,41.6%,28,39,28,28,56,123,45.5%,44,47,35,9,44,135,32.6%,58,40,39,15,54,152,35.5%,266,229,205,89,294,789,37.3%,
8060,Wabash City Schools,51,16,15,3,18,85,21.2%,49,34,11,6,17,100,17.0%,39,23,32,3,35,97,36.1%,43,33,19,14,33,109,30.3%,23,32,41,23,64,119,53.8%,34,33,17,16,33,100,33.0%,239,171,135,65,200,610,32.8%,
8115,MSD Warren County,46,27,30,15,45,118,38.1%,33,19,24,25,49,101,48.5%,44,22,25,5,30,96,31.3%,37,39,39,15,54,130,41.5%,33,33,32,9,41,107,38.3%,38,33,25,9,34,105,32.4%,231,173,175,78,253,657,38.5%,
8130,Warrick County School Corp,174,174,201,162,363,711,51.1%,90,148,226,259,485,723,67.1%,143,148,292,171,463,754,61.4%,166,178,232,191,423,767,55.1%,109,193,252,183,435,737,59.0%,143,169,202,264,466,778,59.9%,825,1010,1405,1230,2635,4470,58.9%,
8205,Salem Community Schools,58,25,29,8,37,120,30.8%,60,33,25,17,42,135,31.1%,47,33,28,18,46,126,36.5%,50,32,25,17,42,124,33.9%,50,31,18,9,27,108,25.0%,44,45,30,24,54,143,37.8%,309,199,155,93,248,756,32.8%,
8215,East Washington School Corp,38,21,24,18,42,101,41.6%,26,23,33,23,56,105,53.3%,56,13,20,7,27,96,28.1%,31,30,19,12,31,92,33.7%,45,31,28,15,43,119,36.1%,32,30,26,23,49,111,44.1%,228,148,150,98,248,624,39.7%,
8220,West Washington School Corp,11,11,14,27,41,63,65.1%,12,12,26,25,51,75,68.0%,6,13,29,11,40,59,67.8%,9,9,23,21,44,62,71.0%,13,20,16,20,36,69,52.2%,20,18,18,5,23,61,37.7%,71,83,126,109,235,389,60.4%,
8305,Nettle Creek School Corporation,31,18,24,7,31,80,38.8%,27,24,21,11,32,83,38.6%,27,21,29,9,38,86,44.2%,29,21,30,14,44,94,46.8%,16,16,17,25,42,74,56.8%,18,43,25,23,48,109,44.0%,148,143,146,89,235,526,44.7%,
8355,Western Wayne Schools,28,10,6,6,12,50,24.0%,18,11,14,9,23,52,44.2%,19,5,14,4,18,42,42.9%,11,13,13,7,20,44,45.5%,12,19,17,6,23,54,42.6%,15,15,7,7,14,44,31.8%,103,73,71,39,110,286,38.5%,
8360,Centerville-Abington Com Schs,67,30,21,14,35,132,26.5%,43,36,37,17,54,133,40.6%,37,40,46,18,64,141,45.4%,27,30,47,37,84,141,59.6%,49,32,35,19,54,135,40.0%,46,46,34,18,52,144,36.1%,269,214,220,123,343,826,41.5%,
8375,Northeastern Wayne Schools,27,21,25,7,32,80,40.0%,43,29,14,8,22,94,23.4%,20,20,31,18,49,89,55.1%,20,20,37,10,47,87,54.0%,24,32,27,18,45,101,44.6%,25,37,36,21,57,119,47.9%,159,159,170,82,252,570,44.2%,
8385,Richmond Community Schools,150,63,59,33,92,305,30.2%,140,50,58,46,104,294,35.4%,178,72,54,18,72,322,22.4%,168,60,53,19,72,300,24.0%,178,77,55,17,72,327,22.0%,194,66,29,23,52,312,16.7%,1008,388,308,156,464,1860,24.9%,
8425,Southern Wells Com Schools,34,23,16,5,21,78,26.9%,34,12,19,12,31,77,40.3%,22,20,21,7,28,70,40.0%,25,24,17,10,27,76,35.5%,12,16,24,16,40,68,58.8%,7,12,16,19,35,54,64.8%,134,107,113,69,182,423,43.0%,
8435,Norwell Community Schools,63,42,44,25,69,174,39.7%,42,38,49,55,104,184,56.5%,60,54,49,30,79,193,40.9%,45,42,56,38,94,181,51.9%,45,55,47,32,79,179,44.1%,41,63,65,44,109,213,51.2%,296,294,310,224,534,1124,47.5%,
8445,MSD Bluffton-Harrison,60,44,27,14,41,145,28.3%,50,27,33,17,50,127,39.4%,59,28,25,9,34,121,28.1%,47,26,38,34,72,145,49.7%,48,41,31,21,52,141,36.9%,30,36,37,19,56,122,45.9%,294,202,191,114,305,801,38.1%,
8515,North White School Corp,35,18,12,3,15,68,22.1%,44,18,7,4,11,73,15.1%,42,20,7,5,12,74,16.2%,40,12,11,4,15,67,22.4%,44,16,11,1,12,72,16.7%,42,17,16,1,17,76,22.4%,247,101,64,18,82,430,19.1%,
8525,Frontier School Corporation,20,14,15,4,19,53,35.8%,18,11,14,7,21,50,42.0%,21,10,14,3,17,48,35.4%,13,7,11,9,20,40,50.0%,14,14,20,9,29,57,50.9%,11,9,9,13,22,42,52.4%,97,65,83,45,128,290,44.1%,
8535,Tri-County School Corporation,17,12,14,12,26,55,47.3%,22,18,21,8,29,69,42.0%,17,20,13,5,18,55,32.7%,22,24,12,6,18,64,28.1%,18,10,14,9,23,51,45.1%,9,14,17,13,30,53,56.6%,105,98,91,53,144,347,41.5%,
8565,Twin Lakes School Corp,92,31,33,15,48,171,28.1%,55,40,39,39,78,173,45.1%,67,55,41,12,53,175,30.3%,58,47,49,19,68,173,39.3%,36,49,42,16,58,143,40.6%,54,43,49,25,74,171,43.3%,362,265,253,126,379,1006,37.7%,
8625,Smith-Green Community Schools,29,20,24,15,39,88,44.3%,41,21,15,12,27,89,30.3%,19,25,24,11,35,79,44.3%,24,22,24,9,33,79,41.8%,23,22,28,10,38,83,45.8%,26,23,19,15,34,83,41.0%,162,133,134,72,206,501,41.1%,
8665,Whitley County Con Schools,100,55,54,43,97,252,38.5%,97,77,83,29,112,286,39.2%,104,58,71,34,105,267,39.3%,95,53,53,38,91,239,38.1%,90,74,69,27,96,260,36.9%,124,71,62,31,93,288,32.3%,610,388,392,202,594,1592,37.3%,
8675,Invent Learning Hub,16,4,2,0,2,22,9.1%,7,3,2,0,2,12,16.7%,14,6,3,0,3,23,13.0%,9,3,1,0,1,13,7.7%,12,10,1,1,2,24,8.3%,5,3,2,6,8,16,50.0%,63,29,11,7,18,110,16.4%,
